timestamp,bearing_deg,distance_m,radial_velocity_ms
10.580107,0.227035,1.108937,0.066213
10.679923,-2.475631,1.503203,0.213303
10.779892,-0.303570,0.795582,0.058832
10.879933,-1.245399,1.242198,-0.020812
10.979947,-1.178730,1.087400,0.084960
11.081363,-1.385819,1.257403,0.089960
11.180230,1.625724,1.247460,0.062963
11.280360,-1.120362,0.602201,0.074729
11.380348,-0.041803,0.726074,0.011733
11.480145,-1.183143,0.859533,0.054710
11.579897,-0.435362,0.406561,0.109878
11.679891,1.627019,0.612083,0.130548
11.780095,1.363906,0.451201,-0.031027
11.880783,-0.260286,0.511833,0.009700
11.980639,-1.636441,0.628031,0.209239
12.081109,-2.428377,0.366797,0.115811
12.180048,1.248240,0.667333,0.062835
12.280032,-1.794509,0.565551,0.007580
12.380068,1.950239,0.476568,-0.014706
12.480335,-0.642772,0.842901,0.041293
12.580052,-1.644441,0.499255,0.024369
12.680067,-1.013886,0.844993,-0.047104
12.780058,-2.896169,0.842410,-0.140746
12.880059,-0.426894,0.864311,0.031091
12.980047,1.715319,1.303071,-0.015994
13.080041,-2.005059,1.004197,-0.001851
13.179981,0.645437,0.950268,-0.082723
13.280091,3.065478,1.111869,-0.010876
13.380090,1.380288,1.088342,-0.040122
13.480052,0.025185,1.052818,0.009768
13.580278,0.049020,1.035398,0.049800
13.680005,1.918542,1.480229,0.215318
13.780048,1.744641,1.036530,0.018334
13.880030,-1.616597,1.627961,-0.083972
13.980015,-4.247791,1.070121,-0.052576
14.079986,0.300788,0.904173,0.034176
14.180222,1.900848,1.001234,-0.057690
14.280028,0.983838,0.446317,-0.132023
14.379998,2.358880,0.992292,-0.046918
14.480037,2.707745,0.623373,-0.011454
14.580059,-3.188855,1.213563,-0.059938
14.680004,0.093961,0.967049,-0.045007
14.779995,-2.135241,0.752570,-0.014238
14.880009,1.028878,0.652059,0.071161
14.980008,-3.068228,0.403072,0.127768
15.079997,-1.496973,1.032463,0.155115
15.179961,2.358594,0.989135,0.006752
15.279948,3.510682,1.378150,-0.024896
15.380020,1.290752,1.160314,0.136863
15.480036,1.372103,0.435015,0.105842
15.580029,-2.366517,0.276252,-0.203923
15.680332,1.435085,0.574119,0.150236
15.780025,3.257231,0.642819,-0.138010
15.880484,-0.111095,0.287324,0.038407
15.979967,-4.134884,0.621461,-0.008912
16.079942,1.339345,0.367106,0.036660
16.180833,-1.027734,0.440024,-0.105921
16.280248,1.910285,0.615464,-0.098573
16.379804,-1.060515,0.728809,-0.079287
16.480025,-2.070485,0.748594,-0.055365
16.580111,3.929450,0.530424,0.003526
16.681166,0.427960,0.630055,-0.011233
16.780469,1.228333,1.155806,0.075751
16.881007,-1.151636,1.089900,-0.027505
16.980358,-3.030382,0.735616,0.136687
17.080122,-0.498072,1.532994,0.057656
17.181314,6.157762,1.266250,0.111957
17.280147,-1.911081,1.170416,-0.160645
17.380094,-1.512701,1.236693,-0.142225
17.480263,-2.163096,1.066685,0.168714
17.580081,-0.015945,1.372328,0.147994
17.680128,-1.722568,1.211474,0.152312
17.780108,-2.074492,1.303782,-0.019034
17.880084,-2.765599,1.020876,0.092618
17.980088,-2.797135,1.577883,0.056297
18.080104,-0.974251,1.077871,-0.059239
18.180926,0.097043,1.027202,-0.083095
18.280226,-0.100476,1.254091,-0.023895
18.380226,-1.153543,1.018487,0.075539
18.480018,-1.955110,1.116183,0.009933
18.580014,-3.338811,1.166277,0.054336
18.680100,1.141197,0.883475,-0.076326
18.780026,-3.255085,0.191024,0.004808
18.880058,-1.808633,0.603945,0.063859
18.979998,-0.132160,0.193696,-0.121102
19.080080,0.094797,0.380633,-0.086041
19.180026,2.012586,0.434089,-0.057689
19.280023,-2.259414,0.678138,0.052980
19.380053,-4.943289,0.799314,-0.079690
19.480056,-0.406091,0.626414,0.037115
19.580019,0.173180,0.391203,-0.015568
19.680021,0.508842,0.744556,0.033760
19.779892,-0.975212,0.428625,-0.043256
19.880045,-0.841969,0.589890,0.028977
19.980072,1.742249,0.927080,-0.032602
20.080056,-0.816151,1.432243,-0.203812
20.180045,-3.741584,1.002383,-0.035151
20.279879,3.352875,1.207684,0.032693
20.380056,1.658811,1.160180,-0.221114
20.480050,1.541730,1.251123,-0.147859
20.579892,0.676993,1.432751,-0.041529
20.680021,4.541386,1.330556,0.018187
20.780063,-0.918722,1.253644,-0.084984
20.880028,-1.712168,1.370067,0.007157
20.979908,0.957960,1.108469,0.033366
21.080067,-1.020033,1.397508,-0.026987
21.180018,-0.888587,0.700247,0.037730
21.279977,-1.844331,0.769398,0.086961
21.380014,0.826870,0.889128,0.187680
21.480063,-2.489309,0.727242,-0.177872
21.580020,1.308731,1.077209,-0.005558
21.680022,-2.250978,0.673994,0.244575
21.780027,0.218790,0.643844,0.072577
21.879935,0.447768,0.714202,-0.079047
21.980212,3.764049,0.872294,0.134542
22.080060,-1.022431,1.096637,-0.098960
22.179888,0.111450,0.752843,0.109419
22.280013,3.059101,0.439507,-0.015801
22.380024,-2.024209,0.692624,-0.165486
22.480019,0.146636,0.768634,-0.128996
22.579891,-0.671569,0.344984,0.166902
22.680075,-3.006286,0.552082,-0.024574
22.780370,-5.393773,0.985455,-0.005429
22.880083,1.392413,0.993813,0.184896
22.980026,-0.537777,1.265313,-0.110653
23.080954,0.118437,1.712672,0.001393
23.180088,0.396170,1.193175,-0.014436
23.280035,-1.093718,1.083268,-0.003275
23.380069,-1.425692,1.089315,0.010643
23.479853,3.007986,1.147005,-0.265097
23.580028,2.492170,1.416301,-0.207339
23.680060,-0.742882,1.129462,-0.140751
23.780043,-2.221152,1.036437,0.175227
23.880044,2.543110,1.379136,0.072167
23.980644,-1.049041,0.966190,0.048937
24.080137,1.425997,0.947574,-0.024033
24.180079,1.421920,0.436036,0.044426
24.280152,2.318660,1.119807,-0.108106
24.380040,1.186203,1.315187,-0.030955
24.480199,-2.502227,1.257227,0.092403
24.580072,-1.045446,1.155020,0.104901
24.680053,-2.816923,1.051131,-0.155663
24.780257,-2.560859,1.313202,0.175479
24.880048,3.392913,0.775614,0.021102
24.980041,-1.089838,1.172657,0.039914
25.080047,2.206604,1.020473,0.011423
25.179884,-0.727224,1.058060,-0.005695
25.280122,-3.420337,1.089560,-0.134819
25.380061,0.341731,0.892653,-0.018398
25.480133,0.695163,0.747687,-0.053976
25.580017,0.391691,0.588339,-0.097837
25.680078,-3.405167,0.825651,0.102916
25.780258,0.512059,0.700519,0.098269
25.880059,2.028740,0.939095,-0.184087
25.980125,-1.249637,0.772085,0.002609
26.080007,-1.451488,1.131532,0.018677
26.180569,-1.223036,0.408923,-0.140666
26.280066,-2.703369,0.375353,-0.097587
26.380059,-1.898798,1.268728,0.263238
26.480080,0.369672,1.156664,-0.085836
26.580053,-1.151276,1.198062,0.012201
26.680077,-0.192120,1.570017,0.114927
26.780082,-0.069977,0.917365,0.177080
26.880085,3.624897,1.064607,0.070775
26.980066,1.264815,0.945507,0.097255
27.080084,-3.140449,1.182362,-0.072714
27.180060,-0.148867,1.008496,0.062067
27.280082,-2.670689,1.093540,0.038020
27.380088,1.119581,0.692117,0.108078
27.479909,0.918360,0.736784,-0.007017
27.580100,0.859236,0.857808,0.020769
27.680151,-2.553497,0.624316,-0.108106
27.781504,-0.079110,0.780631,0.068150
27.880075,0.059512,0.575664,0.093828
27.980075,0.192242,0.466791,-0.046228
28.080069,-0.618344,1.111101,0.022213
28.180079,2.511512,1.102250,-0.089461
28.280045,-0.879462,1.160626,0.144698
28.380822,2.063689,1.237311,-0.148556
28.480061,1.779262,1.251410,0.008228
28.580044,-1.034577,1.411096,0.140935
28.680071,-0.725677,1.647780,-0.044550
28.780076,3.159144,1.482677,-0.052286
28.880014,-0.563569,1.107963,-0.134445
28.979994,-2.008282,1.004270,-0.076780
29.080009,0.468429,0.507063,0.155050
29.180006,1.968645,0.314329,-0.021399
29.280006,1.349639,0.504107,-0.112272
29.379995,0.332904,0.674482,0.049245
29.480074,4.910600,0.655834,-0.063774
29.580055,-1.246281,0.491801,-0.055548
29.680057,2.378033,0.470523,0.142050
29.780043,-1.664711,0.399851,0.047142
29.880070,1.265864,0.386555,0.020292
29.980079,3.095010,0.193851,0.179588
30.079886,-0.775403,0.374442,0.028587
30.179888,1.317089,0.664891,0.201020
30.280066,-1.596594,0.461611,-0.137932
30.380097,-0.066254,0.334814,0.179456
30.479923,0.447576,0.234478,-0.001642
30.580047,5.053865,0.575679,-0.053087
30.680062,2.088322,0.240112,0.068189
30.780069,1.167856,0.707341,-0.035929
30.880053,2.217407,0.898131,0.082048
30.979904,2.133349,1.297455,0.116930
31.079900,1.297420,1.472432,-0.016712
31.180012,2.413018,0.809343,-0.081694
31.280032,-0.786678,0.534735,0.002874
31.379931,0.382198,0.716690,0.004644
31.480176,1.492507,0.924029,0.064548
31.580075,-0.615556,1.628651,0.021915
31.680085,3.154907,1.245877,-0.009530
31.779892,1.215793,1.251804,0.018661
31.880096,0.388180,1.114713,0.107363
31.980077,0.265939,0.998697,-0.070012
32.079896,-3.046374,1.443009,-0.055892
32.179894,3.131048,1.271442,-0.006575
32.280073,3.762314,1.084960,-0.144801
32.380101,0.880029,0.756239,-0.050205
32.480066,1.416713,0.991753,0.024380
32.580248,-2.560609,1.083184,0.087246
32.680036,-0.198352,1.326040,0.184664
32.780009,-3.051050,0.981983,-0.069191
32.880083,0.486679,1.186883,-0.024124
32.979877,-2.503079,0.814411,0.144376
33.080057,2.234592,0.547570,0.034273
33.180054,1.139535,0.655351,0.044771
33.280060,2.658305,0.692545,0.019652
33.379941,-0.179471,0.705801,0.144012
33.480005,3.601881,0.404722,-0.004016
33.580081,0.256209,0.253845,-0.068105
33.680032,-1.305248,0.614129,-0.044618
33.779997,-0.904613,0.150000,-0.242388
33.880055,1.520829,0.150000,0.078580
33.979847,-1.933952,0.515092,-0.004771
34.080049,-2.316729,0.429279,0.150340
34.180006,-0.441928,0.605472,0.002689
34.280055,,,
34.380134,,,
34.480116,,,
34.580072,,,
34.680053,,,
34.779927,,,
34.880042,,,
34.980072,,,
35.080028,,,
35.179971,,,
35.280044,,,
35.380020,-4.083470,0.563677,-0.024718
35.480034,-2.003240,0.385603,-0.028110
35.579874,1.281686,0.995537,-0.057118
35.682827,2.798711,0.750517,0.092463
35.780095,-1.293874,0.865926,0.069822
35.879856,1.790386,1.350697,0.063517
35.980005,-1.070470,1.481911,0.131739
36.080041,4.150522,1.045520,-0.068919
36.180021,0.395822,1.375193,-0.065142
36.280059,-0.640695,0.931223,0.042417
36.380030,-1.147400,1.376567,-0.002435
36.480000,3.455086,2.134454,0.043632
36.580072,0.240063,1.713601,0.061352
36.680548,-0.514753,1.501441,-0.166858
36.779926,1.294392,1.785845,-0.048319
36.880592,-2.451531,2.020797,-0.146437
36.981119,2.094197,1.750890,0.168393
37.079889,2.157362,1.614223,-0.003851
37.180292,1.767320,1.671475,0.065232
37.280003,2.953081,1.390722,0.138009
37.380899,0.791607,1.580887,0.049403
37.480060,-1.100610,1.758135,-0.067162
37.580489,2.345458,1.700889,0.054360
37.679965,1.543397,1.631877,-0.284854
37.780556,-3.479428,1.933753,-0.036244
37.880561,-2.589363,1.480066,0.116083
37.980695,0.693008,1.610460,-0.004692
38.080119,0.153644,1.799408,-0.128299
38.179895,-0.987513,1.903253,-0.155658
38.280102,3.001520,1.620377,0.085022
38.381521,-0.698515,1.636270,-0.032164
38.480058,0.763871,2.119350,0.043004
38.580105,0.477578,1.910057,-0.025904
38.680170,-0.143203,1.664730,-0.003722
38.780097,0.103892,1.849526,0.073264
38.879892,0.157270,1.689857,-0.199820
38.980077,0.692977,1.887266,0.099801
39.080086,4.176749,1.124749,-0.013959
39.180162,-2.079812,1.927637,0.061277
39.280189,-1.247538,1.495317,0.191403
39.380080,0.434866,1.667864,0.087007
39.480042,0.300838,1.805136,0.036496
39.580072,-0.115238,2.186683,0.020110
39.680064,2.211052,1.920131,0.118703
39.780078,-2.286010,1.849746,0.163343
39.880144,0.605271,1.512731,-0.075428
39.980050,0.657525,1.729172,0.032136
40.079904,3.227423,1.826384,0.045353
40.180436,1.928174,1.697169,0.118947
40.280005,1.194800,1.500478,0.070117
40.380033,2.751414,1.686487,-0.015006
40.479926,-0.346144,1.771115,0.001558
40.579886,-2.880102,1.526745,0.159451
40.680192,-1.982785,1.572608,-0.215339
40.780719,-2.646180,1.614208,0.164202
40.880008,-1.376301,1.947963,0.225244
40.980251,-0.649663,1.942353,-0.249941
41.080097,-2.779145,2.204189,-0.164540
41.180037,4.879505,1.976514,0.138427
41.280023,1.189509,1.892782,0.085342
41.380014,0.562383,1.931786,0.010420
41.480059,-1.507929,1.767481,-0.028068
41.580036,-0.196679,1.451409,-0.098859
41.679940,0.359788,1.569282,0.139200
41.780051,-3.141001,1.973663,-0.098963
41.880035,-1.964975,1.978154,-0.022463
41.979957,-1.936689,1.892010,0.010538
42.080853,-1.202735,1.515195,0.031978
42.180027,0.880949,1.463401,-0.001964
42.280913,0.447828,1.892498,0.136414
42.380018,-0.858811,1.807045,0.012230
42.480067,0.097720,1.890660,0.004059
42.580078,-1.325802,1.641602,-0.140261
42.679976,-2.487726,2.131915,-0.069291
42.779893,1.789849,1.638319,-0.029495
42.880115,-1.346981,2.031548,0.027899
42.980070,4.290298,1.614931,-0.118760
43.080206,1.267554,1.843964,0.041380
43.180026,-0.259641,1.744942,0.004381
43.280073,1.927758,1.752600,0.221052
43.380050,-2.739606,1.670502,-0.008828
43.480031,-1.607349,2.297942,0.163912
43.580161,-1.107176,2.117540,0.056898
43.680059,-0.758255,2.107679,-0.020358
43.780023,-2.029513,1.665664,-0.064928
43.880059,0.068167,1.537212,-0.076997
43.979884,-3.111791,1.828757,0.033088
44.080024,-3.987471,1.948706,0.037406
44.180138,-2.419282,2.027534,0.167257
44.279981,-1.410024,1.865804,-0.005577
44.379872,0.152011,1.893665,0.053876
44.479970,0.338722,1.597865,-0.141371
44.580080,-1.807815,1.759755,-0.073553
44.680022,2.182620,2.029219,0.060914
44.779973,-0.632817,1.563537,0.121310
44.880039,4.638659,1.810343,0.039332
44.980044,,,
45.080077,,,
45.179984,,,
45.280078,,,
45.380067,,,
45.480266,,,
45.579906,,,
45.680085,,,
45.780063,,,
45.879885,,,
45.980072,,,
46.080074,-0.618233,1.050410,0.013354
46.180084,1.416217,0.981506,0.095670
46.280024,-2.662466,0.854802,-0.183621
46.380090,-2.206733,1.113598,-0.215289
46.480082,4.985999,1.089716,-0.000607
46.579983,0.163659,1.871698,-0.009889
46.680079,-0.580549,1.887815,0.026739
46.780073,-1.336181,1.768340,0.099204
46.880082,-1.511490,1.669008,0.053651
46.980065,0.056362,1.600306,-0.000912
47.080065,0.949396,1.997179,-0.002503
