timestamp,bearing_deg,distance_m,radial_velocity_ms
5.525682,0.586145,0.442451,-0.071435
5.625482,0.947666,0.769155,-0.119130
5.725381,-1.949363,0.567311,0.078708
5.825421,-1.641365,0.616719,0.096338
5.925438,1.644120,0.467556,0.189679
6.025562,-1.507472,0.335922,-0.088951
6.125332,-0.154203,0.272838,0.034115
6.225485,1.654366,1.169338,0.001300
6.325384,-0.529314,0.726707,0.272017
6.425388,,,
6.525418,,,
6.625373,,,
6.726015,,,
6.825356,,,
6.925339,,,
7.025606,,,
7.125373,,,
7.225363,,,
7.325431,,,
7.425330,,,
7.525354,-1.714315,0.799133,-0.107089
7.625382,-0.446926,1.216494,0.071400
7.725347,-0.145658,0.596648,-0.084679
7.825356,-0.893030,0.807031,0.085640
7.925368,-2.491478,0.510819,0.017318
8.025359,-1.767715,0.524063,0.015373
8.125924,-2.285941,0.458642,0.035779
8.225359,2.166102,0.559157,0.105380
8.325360,-1.875650,0.171466,0.051504
8.425143,1.030095,0.549757,0.385273
8.525382,2.271131,1.048178,0.095400
8.625344,-0.630538,1.230278,0.075897
8.725349,-0.473637,0.945435,-0.048536
8.825363,4.629317,1.116375,-0.186727
8.925387,-3.225432,1.237252,-0.047193
9.025391,0.128560,1.317790,-0.107774
9.125475,1.359195,0.956939,-0.073037
9.225375,0.091144,1.143292,-0.065160
9.325341,1.267838,1.528789,-0.202514
9.425354,-1.323573,1.137291,0.085243
9.525358,-0.229473,0.941496,0.050499
9.625366,-2.400593,1.291151,-0.033450
9.726461,-1.306658,1.023011,0.176545
9.825373,-2.521768,1.198996,0.091786
9.925363,2.064931,1.542431,-0.151937
10.025347,2.533822,1.021153,-0.070767
10.125425,1.549268,1.206764,-0.092693
10.225351,-6.482535,1.106095,-0.102439
10.325342,-2.495566,1.067486,0.163241
10.427069,-0.880089,0.831972,0.013074
10.525362,-2.871724,1.396255,0.116316
10.625187,-1.963017,1.110047,0.046210
10.725670,-1.200434,1.145812,0.006980
10.825320,0.227035,1.026937,0.066213
10.925337,-2.475631,1.031203,0.213303
11.025330,-0.303570,0.169582,0.058832
11.125347,-1.245399,0.616198,-0.020812
11.225347,-1.178730,0.461400,0.084960
11.325347,-1.385819,0.631403,0.089960
11.425357,1.625724,0.516460,0.062963
11.525376,-1.120362,0.289201,0.074729
11.625340,-0.041803,0.577074,0.011733
11.725374,-1.183143,0.710533,0.054710
11.825394,-0.435362,0.414561,0.109878
11.925390,1.627019,0.620083,0.130548
12.025386,1.363906,0.459201,-0.031027
12.125554,-0.260286,0.630833,0.009700
12.225402,-1.636441,0.685031,0.209239
12.325555,-2.428377,0.364797,0.115811
12.425735,1.248240,0.898333,0.062835
12.525498,-1.794509,0.737551,0.007580
12.625548,1.950239,0.604568,-0.014706
12.725915,-0.642772,0.574901,0.041293
12.826010,-1.644441,0.571255,0.024369
12.925593,-1.013886,0.732993,-0.047104
13.025384,-2.896169,0.730410,-0.140746
13.125380,-0.426894,0.622311,0.031091
13.225422,1.715319,1.061071,-0.015994
13.325358,-2.005059,0.762197,-0.001851
13.425351,0.645437,0.708268,-0.082723
13.525400,3.065478,1.015869,-0.010876
13.625375,1.380288,0.992342,-0.040122
13.725406,0.025185,0.956818,0.009768
13.825292,0.049020,0.541398,0.049800
13.926053,1.918542,1.202229,0.215318
14.025314,1.744641,0.758530,0.018334
14.125481,-1.616597,1.349961,-0.083972
14.225308,-4.247791,0.792121,-0.052576
14.325330,0.300788,0.760173,0.034176
14.425617,1.900848,1.071234,-0.057690
14.525338,0.983838,0.514317,-0.132023
14.625475,2.358880,1.060292,-0.046918
14.725377,2.707745,0.351373,-0.011454
14.825393,-3.188855,0.941563,-0.059938
14.925264,0.093961,0.695049,-0.045007
15.025284,-2.135241,0.818570,-0.014238
15.125278,1.028878,0.519059,0.071161
15.225272,-3.068228,0.469072,0.127768
15.325320,-1.496973,0.970463,0.155115
15.425277,2.358594,0.518135,0.006752
15.525303,3.510682,0.976150,-0.024896
15.625263,1.290752,1.098314,0.136863
15.725390,1.372103,0.371015,0.105842
15.825369,-2.366517,0.212252,-0.203923
15.925316,1.435085,0.866119,0.150236
16.025875,3.257231,0.934819,-0.138010
16.125618,-0.111095,0.579324,0.038407
16.225346,-4.134884,0.913461,-0.008912
16.325308,1.339345,0.535106,0.036660
16.425367,-1.027734,0.608024,-0.105921
16.525399,1.910285,0.907464,-0.098573
16.625361,-1.060515,1.020809,-0.079287
16.725369,-2.070485,0.898594,-0.055365
16.825339,3.929450,0.680424,0.003526
16.925206,0.427960,0.656055,-0.011233
17.025332,1.228333,0.751806,0.075751
17.125911,-1.151636,0.813900,-0.027505
17.225640,-3.030382,0.459616,0.136687
17.325688,-0.498072,1.248994,0.057656
17.425367,6.157762,1.000250,0.111957
17.525641,-1.911081,1.078416,-0.160645
17.625487,-1.512701,1.150693,-0.142225
17.725491,-2.163096,0.974685,0.168714
17.825317,-0.015945,1.280328,0.147994
17.925541,-1.722568,1.119474,0.152312
18.025366,-2.074492,1.211782,-0.019034
18.125479,-2.765599,0.928876,0.092618
18.225465,-2.797135,1.485883,0.056297
18.325993,-0.974251,0.973871,-0.059239
18.425313,0.097043,0.931202,-0.083095
18.525487,-0.100476,0.844091,-0.023895
18.625410,-1.153543,0.608487,0.075539
18.725436,-1.955110,0.792183,0.009933
18.825353,-3.338811,0.842277,0.054336
18.925390,1.141197,0.559475,-0.076326
19.025364,-3.255085,0.331024,0.004808
19.125380,-1.808633,0.743945,0.063859
19.225358,-0.132160,0.359696,-0.121102
19.325382,0.094797,0.659633,-0.086041
19.425379,2.012586,0.713089,-0.057689
19.525393,-2.259414,0.847138,0.052980
19.625378,-4.943289,0.852314,-0.079690
19.725341,-0.406091,0.510414,0.037115
19.825402,0.173180,0.274203,-0.015568
19.925409,0.508842,0.703556,0.033760
20.025360,-0.975212,0.387625,-0.043256
20.125304,-0.841969,0.548890,0.028977
20.225398,1.742249,0.979080,-0.032602
20.326569,-0.816151,1.340243,-0.203812
20.425346,-3.741584,0.898383,-0.035151
20.525339,3.352875,1.103684,0.032693
20.625427,1.658811,1.062180,-0.221114
20.725353,1.541730,1.153123,-0.147859
20.825365,0.676993,1.334751,-0.041529
20.925398,4.541386,1.232556,0.018187
21.025370,-0.918722,1.155644,-0.084984
21.125405,-1.712168,1.272067,0.007157
21.225399,0.957960,0.998469,0.033366
21.325460,-1.020033,1.301508,-0.026987
21.425437,-0.888587,0.898247,0.037730
21.525417,-1.844331,1.245398,0.086961
21.625636,0.826870,1.365128,0.187680
21.726323,-2.489309,0.939242,-0.177872
21.825847,1.308731,1.393209,-0.005558
21.925404,-2.250978,1.149994,0.244575
22.025735,0.218790,1.119844,0.072577
22.125534,0.447768,0.648202,-0.079047
22.225373,3.764049,1.194294,0.134542
22.325840,-1.022431,1.418637,-0.098960
22.425772,0.111450,0.724843,0.109419
22.525453,3.059101,0.411507,-0.015801
22.625508,-2.024209,0.664624,-0.165486
22.725462,0.146636,0.914634,-0.128996
22.825398,-0.671569,0.490984,0.166902
22.925411,-3.006286,0.698082,-0.024574
23.025369,-5.393773,0.759455,-0.005429
23.125607,1.392413,1.055813,0.184896
23.225409,-0.537777,1.327313,-0.110653
23.325283,0.118437,1.616672,0.001393
23.425926,0.396170,1.097175,-0.014436
23.525354,-1.093718,0.987268,-0.003275
23.625340,-1.425692,0.993315,0.010643
23.725356,3.007986,1.051005,-0.265097
23.825450,2.492170,1.032301,-0.207339
23.925413,-0.742882,0.613462,-0.140751
24.025487,-2.221152,0.526437,0.175227
24.125475,2.543110,0.869136,0.072167
24.225423,-1.049041,0.340190,0.048937
24.325480,1.425997,0.321574,-0.024033
24.425390,1.421920,0.467036,0.044426
24.525378,2.318660,0.469807,-0.108106
24.625411,1.186203,0.665187,-0.030955
24.725367,-2.502227,0.631227,0.092403
24.825756,-1.045446,0.529020,0.104901
24.925447,-2.816923,0.425131,-0.155663
25.025464,-2.560859,0.689202,0.175479
25.125389,3.392913,0.151614,0.021102
25.225367,-1.089838,0.548657,0.039914
25.325361,2.206604,0.560473,0.011423
25.425388,-0.727224,0.598060,-0.005695
25.525496,-3.420337,0.629560,-0.134819
25.625355,0.341731,0.838653,-0.018398
25.725462,0.695163,0.769687,-0.053976
25.825467,0.391691,0.534339,-0.097837
25.925398,-3.405167,0.759651,0.102916
26.025385,0.512059,0.772519,0.098269
26.125383,2.028740,1.011095,-0.184087
26.225372,-1.249637,0.422085,0.002609
26.325450,-1.451488,0.781532,0.018677
26.425478,-1.223036,0.538923,-0.140666
26.525413,-2.703369,0.681353,-0.097587
26.625381,-1.898798,1.076728,0.263238
26.725469,0.369672,0.964664,-0.085836
26.825382,-1.151276,1.006062,0.012201
26.925791,-0.192120,1.378017,0.114927
27.025722,-0.069977,0.725365,0.177080
27.125258,3.624897,0.740607,0.070775
27.225377,1.264815,0.441507,0.097255
27.325908,-3.140449,0.678362,-0.072714
27.425497,-0.148867,0.504496,0.062067
27.525355,-2.670689,0.589540,0.038020
27.625345,1.119581,0.556117,0.108078
27.725339,0.918360,0.600784,-0.007017
27.825524,0.859236,0.221808,0.020769
27.925766,-2.553497,0.608316,-0.108106
28.025520,-0.079110,1.016631,0.068150
28.125423,0.059512,1.107664,0.093828
28.225212,0.192242,0.702791,-0.046228
28.325274,-0.618344,0.719101,0.022213
28.425274,2.511512,1.006250,-0.089461
28.525254,-0.879462,0.768626,0.144698
28.625259,2.063689,1.141311,-0.148556
28.726975,1.779262,1.155410,0.008228
28.825258,-1.034577,1.315096,0.140935
28.925280,-0.725677,1.559780,-0.044550
29.025409,3.159144,1.390677,-0.052286
29.125262,-0.563569,1.015963,-0.134445
29.225366,-2.008282,0.916270,-0.076780
29.325352,0.468429,1.093063,0.155050
29.425546,1.968645,0.900329,-0.021399
29.525353,1.349639,0.674107,-0.112272
29.625360,0.332904,0.760482,0.049245
29.725368,4.910600,0.547834,-0.063774
29.825358,-1.246281,0.383801,-0.055548
29.925383,2.378033,0.362523,0.142050
30.025370,-1.664711,0.375851,0.047142
30.125355,1.265864,0.379555,0.020292
30.225337,3.095010,0.150000,0.179588
30.325389,-0.775403,0.329442,0.028587
30.425362,1.317089,0.486891,0.201020
30.525372,-1.596594,0.384611,-0.137932
30.625380,-0.066254,0.273814,0.179456
30.725347,0.447576,0.368478,-0.001642
30.825668,5.053865,0.709679,-0.053087
30.925401,2.088322,0.374112,0.068189
31.025346,1.167856,0.662341,-0.035929
31.125364,2.217407,0.411131,0.082048
31.225351,2.133349,0.394455,0.116930
31.325313,1.297420,0.748432,-0.016712
31.425380,2.413018,0.501343,-0.081694
31.525373,-0.786678,0.545735,0.002874
31.625424,0.382198,0.718690,0.004644
31.725397,1.492507,0.150000,0.064548
31.825385,-0.615556,0.799651,0.021915
31.925378,3.154907,0.512877,-0.009530
32.025364,1.215793,0.805804,0.018661
32.125394,0.388180,0.660713,0.107363
32.225470,0.265939,0.344697,-0.070012
32.326133,-3.046374,0.789009,-0.055892
32.425673,3.131048,0.564442,-0.006575
32.525404,3.762314,0.438960,-0.144801
32.625324,0.880029,0.150000,-0.050205
32.725342,1.416713,0.345753,0.024380
32.825365,-2.560609,0.437184,0.087246
32.925552,-0.198352,0.680040,0.184664
33.025377,-3.051050,0.335983,-0.069191
33.125393,0.486679,0.540883,-0.024124
33.225653,-2.503079,0.620411,0.144376
33.325341,2.234592,0.661570,0.034273
33.425313,1.139535,1.045351,0.044771
33.525477,2.658305,1.082545,0.019652
33.625514,-0.179471,1.101801,0.144012
33.725668,3.601881,0.818722,-0.004016
33.826452,0.256209,0.667845,-0.068105
33.925354,-1.305248,1.122129,-0.044618
34.025307,-0.904613,0.576092,-0.242388
34.125321,1.520829,0.637219,0.078580
34.225219,-1.933952,0.893092,-0.004771
34.325283,-2.316729,0.807279,0.150340
34.425384,-0.441928,0.983472,0.002689
34.525585,-4.083470,0.779677,-0.024718
34.625367,-2.003240,0.258603,-0.028110
34.725454,1.281686,0.754537,-0.057118
34.825653,2.798711,0.509517,0.092463
34.925464,-1.293874,0.406926,0.069822
35.025617,1.790386,0.473697,0.063517
35.125468,-1.070470,1.021911,0.131739
35.225354,4.150522,0.851520,-0.068919
35.325333,0.395822,1.159193,-0.065142
35.425342,-0.640695,0.873223,0.042417
35.525607,-1.147400,0.916567,-0.002435
35.625307,3.455086,1.528454,0.043632
35.725332,0.240063,1.117601,0.061352
35.825342,-0.514753,0.895441,-0.166858
35.925572,1.294392,1.179845,-0.048319
36.025356,-2.451531,1.126797,-0.146437
36.125319,2.094197,0.856890,0.168393
36.225601,2.157362,0.720223,-0.003851
36.325394,1.767320,1.067475,0.065232
36.425479,2.953081,0.786722,0.138009
36.525452,0.791607,0.976887,0.049403
36.625452,-1.100610,1.154135,-0.067162
36.725653,2.345458,1.096889,0.054360
36.825433,1.543397,1.027877,-0.284854
36.925452,-3.479428,1.331753,-0.036244
37.025333,-2.589363,0.878066,0.116083
37.125355,0.693008,1.008460,-0.004692
37.225350,0.153644,1.197408,-0.128299
37.325647,-0.987513,0.927253,-0.155658
37.425685,3.001520,0.482377,0.085022
37.525359,-0.698515,0.437270,-0.032164
37.625342,0.763871,0.906350,0.043004
37.725819,0.477578,0.697057,-0.025904
37.825762,-0.143203,0.451730,-0.003722
37.925718,0.103892,0.636526,0.073264
38.025628,0.157270,0.490857,-0.199820
38.125525,0.692977,0.690266,0.099801
38.225391,4.176749,0.150000,-0.013959
38.325402,-2.079812,0.728637,0.061277
38.425369,-1.247538,0.583317,0.191403
38.525270,0.434866,0.755864,0.087007
38.625356,0.300838,0.893136,0.036496
38.725371,-0.115238,1.274683,0.020110
38.825402,2.211052,0.866131,0.118703
38.925448,-2.286010,0.783746,0.163343
39.025509,0.605271,0.426731,-0.075428
39.125356,0.657525,0.643172,0.032136
39.226490,3.227423,0.740384,0.045353
39.325482,1.928174,0.607169,0.118947
39.425322,1.194800,0.410478,0.070117
39.525381,2.751414,0.596487,-0.015006
39.625371,-0.346144,0.681115,0.001558
39.725203,-2.880102,0.288745,0.159451
39.825377,-1.982785,0.880608,-0.215339
39.925448,-2.646180,0.922208,0.164202
40.025362,-1.376301,1.251963,0.225244
40.125331,-0.649663,0.854353,-0.249941
40.225341,-2.779145,1.116189,-0.164540
40.326170,4.879505,1.588514,0.138427
40.425521,1.189509,1.496782,0.085342
40.525387,0.562383,1.855786,0.010420
40.625447,-1.507929,1.691481,-0.028068
40.725479,-0.196679,1.365409,-0.098859
40.825581,0.359788,1.483282,0.139200
40.925809,-3.141001,1.887663,-0.098963
41.025396,-1.964975,1.892154,-0.022463
41.125377,-1.936689,1.810010,0.010538
41.225376,-1.202735,1.433195,0.031978
41.325357,0.880949,1.381401,-0.001964
41.425501,0.447828,1.336498,0.136414
41.525353,-0.858811,1.177045,0.012230
41.625345,0.097720,1.260660,0.004059
41.725289,-1.325802,1.011602,-0.140261
41.825349,-2.487726,1.501915,-0.069291
41.925393,1.789849,0.966319,-0.029495
42.025440,-1.346981,1.359548,0.027899
42.125402,4.290298,0.942931,-0.118760
42.225467,1.267554,1.171964,0.041380
42.325426,-0.259641,1.072942,0.004381
42.425366,1.927758,1.308600,0.221052
42.525352,-2.739606,1.226502,-0.008828
42.625393,-1.607349,1.853942,0.163912
42.725615,-1.107176,1.673540,0.056898
42.825473,-0.758255,1.451679,-0.020358
42.925429,-2.029513,1.009664,-0.064928
43.025846,0.068167,0.881212,-0.076997
43.125397,-3.111791,1.564757,0.033088
43.225342,-3.987471,1.338706,0.037406
43.325423,-2.419282,1.417534,0.167257
43.425404,-1.410024,1.255804,-0.005577
43.525377,0.152011,1.283665,0.053876
43.626561,0.338722,0.987865,-0.141371
43.725214,-1.807815,1.305755,-0.073553
43.825389,2.182620,1.657219,0.060914
43.925423,-0.632817,1.227537,0.121310
44.026141,4.638659,1.474343,0.039332
44.126053,-0.618233,1.484410,0.013354
44.225348,1.416217,1.379506,0.095670
44.325336,-2.662466,1.252802,-0.183621
44.425344,-2.206733,1.547598,-0.215289
44.525342,4.985999,1.777716,-0.000607
44.625355,0.163659,1.867698,-0.009889
44.725371,-0.580549,1.883815,0.026739
44.825360,-1.336181,1.764340,0.099204
44.925396,-1.511490,1.667008,0.053651
45.025402,0.056362,1.522306,-0.000912
45.125373,0.949396,1.695179,-0.002503
45.225377,2.780415,1.641553,0.055781
45.325352,-2.623672,1.704071,-0.106511
45.425298,-1.219024,1.640955,-0.018697
45.525286,1.059386,1.713330,-0.007050
45.625309,0.128949,1.617300,-0.197547
45.725291,-0.288175,1.290133,-0.120969
45.825439,3.061502,1.597986,0.121876
45.925323,2.981452,1.477311,0.014867
46.025376,-1.226805,1.452583,-0.030247
46.125483,0.340832,1.624365,0.016057
46.225446,0.873876,1.702609,0.119065
46.325391,-2.969796,1.891911,-0.255392
